slug,acronym,name,edition_date,country,pages,volume,shelf_number,dates,notes,,,,,,,,,,,
Currency_Annales du commerce extÃ©rieur, Uruguay, Faits Commerciaux NÂ° 8,1873/03-1886/12 (N 5-9) and French Franc.,ACE-3,Annales du commerce extÃ©rieur. Faits commerciaux. 3e sÃ©rie Avis divers,,Uruguay,,8,,1873-1886,,,,,,,,,
Currency_Annales du commerce extÃ©rieur. Chili. Faits commerciaux, nÂ° 16. (mai 1861) BNF : LC5-138 (AR),ACE-3,Annales du commerce extÃ©rieur. Faits commerciaux. 3e sÃ©rie Avis divers,,Chili,,16,,,,,,,,,,,,,
Currency_Annales du commerce extÃ©rieur. Faits Commerciaux nÂ°10.,ACE-3,Annales du commerce extÃ©rieur. Faits commerciaux. 3e sÃ©rie Avis divers,,?,,10,,,,,,,,,,,,,,
Currency_Annales du Commerce extÃ©rieur. Faits Commerciaux. nÂ°15.,ACE-3,Annales du commerce extÃ©rieur. Faits commerciaux. 3e sÃ©rie Avis divers,,?,,15,,,,,,,,,,,,,,
Currency_Annales du commerce extÃ©rieur. La Plata. Faits commerciaux, nÂ° 13. BNF : LC5-138 (Cs),ACE-3,Annales du commerce extÃ©rieur. Faits commerciaux. 3e sÃ©rie Avis divers,,La Plata,,13,,,,,,,,,,,,,
Currency_Annales du commerce extÃ©rieur. Mexique. Faits commerciaux nÂ° 11.  BNF : LC5-138 (CY).,ACE-3,Annales du commerce extÃ©rieur. Faits commerciaux. 3e sÃ©rie Avis divers,,Mexique,,11,,,,,,,,,,,,,,
Currency_Annuaire Statistique de la France,1932, p. 406.,AN-FR,Annuaire Statistique de la France,,,406,1932,,,,,,,,,,,,
Currency_At par with Portuguese Escudo,AN-FR,Annuaire Statistique de la France,,,,,,,At par with Portuguese Escudo,,,,,,,,,,,
Currency_Bank of Japan : http://www.imes.boj.or.jp/english/hstat/data/ferdd/index.html,IMES,http://www.imes.boj.or.jp/english/hstat/data/ferdd/index.html,,,,,,,,,,,,,,,,,,
Currency_between 4 and 4,25 fr. according to Annales du commerce extÃ©rieur. Indes orientales anglaises. Faits commerciaux, nÂ° 4. BNF : LC5-138 (Bi),ACE-3,Annales du commerce extÃ©rieur. Faits commerciaux. 3e sÃ©rie Avis divers,,Indes orientales anglaises,,4,,,Estimated between 4 fr. and 4.25 fr.,,,,,,,,,
Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.,SY-LoN,Statistical Yearbook of the League of Nations,,,,,,,Estimated,,,,,,,,,,
Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,,,,,,,,,,,,,,,
Currency_Carreras and Tafunell (2005), table 9.19., pp. 703-704 and parity 1 Peseta=4 reales,HS-SP,EstadÃ­sticas histÃ³ricas de EspaÃ±a,2005,,703-704,table 9.19,,,1 Peseta=4 reales,,,,,,,,,
Currency_Carreras and Tafunell (2005), table 9.19., pp. 703-705.,HS-SP,EstadÃ­sticas histÃ³ricas de EspaÃ±a,2005,,703-705,table 9.19,,,,,,,,,,,,
Currency_Carter et al. (2006), vol. 5, Serie Ee612.,HS-USA,Historical Statistics of the United States,2006,,serie Ee612,5,,,Dollar-Sterling par value,,,,,,,,,
Currency_Carter et al. (2006), vol. 5, Sight equivalent exchange rate, Serie Ee618,HS-USA,Historical Statistics of the United States,2006,,serie Ee618,5,,,Sight equivalent exchange rate,,,,,,,,
Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003),ER-ASI,"Exchange Rates in Asia, 1830-2003 (unpublished)",,,,,,,,,,,,,,,,,
Currency_Denzel (2010), 172-173.,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,172-173,,,,Genoa on London.,,,,,,,,,,
Currency_Denzel (2010),HER,"Handbook of World Exchange Rates, 1590-1914",2010,,,,,,,,,,,,,,,,,
Currency_Denzel (2010), 211-212.,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,211-212,,,,Hamburg on London.,,,,,,,,,,
Currency_Denzel (2010), 243-244.,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,243-244,,,,Berlin on London.,,,,,,,,,,
Currency_Denzel (2010), 262-265.,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,262-265,,,,Vienna on London. In Guilders Konventionskurant.,,,,,,,,,,
Currency_Denzel (2010), 310-312.,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,310-312,,,,Madrid on London,,,,,,,,,,
Currency_Denzel (2010), 317-319.,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,317-319,,,,Zurich on London,,,,,,,,,,
Currency_Denzel (2010), 333-336.,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,333-336,,,,Copenhagen on London,,,,,,,,,,
Currency_Denzel (2010), 334-336.,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,334-336,,,,Copenhagen on London,,,,,,,,,,
Currency_Denzel (2010), 368-372.,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,368-372,,,,Saint Petersburg on London. Banco roubles,,,,,,,,,,
Currency_Denzel (2010), 393-395.,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,393-395,,,,Constantinople on London,,,,,,,,,,
Currency_Denzel (2010), 417-420.,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,417-420,,,,New York on London,,,,,,,,,,
Currency_Denzel (2010), 441-442.,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,441-442,,,,Quebec and Montreal on London,,,,,,,,,,
Currency_Denzel (2010), 444 and US Dollar.,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,444,,,,Montreal on New York. And US dollar exchange rate,,,,,,,,,,
Currency_Denzel (2010), 480-481.,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,480-481,,,,Valparaiso on London. Pesos corrientes. Pesos or notes.,,,,,,,,,,
Currency_Denzel (2010),485,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,485,,,,Montevideo on London. Pesos gold.,,,,,,,,,,
Currency_Denzel (2010), 500-502.,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,500-502,,,,Calcutta on London. Sicca rupees.,,,,,,,,,,
Currency_Denzel (2010), 574-577.,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,574-577,,,,Tehran or Tabriz or Rasht or Mashhad or Bushire on London,,,,,,,,,,
Currency_Denzel (2010), 594-595.,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,594-595,,,,Auckland or Wellington on London,,,,,,,,,,
Currency_Denzel (2010), 603-605.,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,603-605,,,,Alexandria on London,,,,,,,,,,
Currency_Denzel (2010), 69-72.,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,69-72,,,,Gulden flÃ¤misch Banco. Amsterdam on London.,,,,,,,,,,
Currency_Documens sur le commerce extÃ©rieur. Indes occidentales espagnoles. Faits commerciaux nÂ° 1.  (mars 1844)  BNF : LC5-138 (CM),ACE-3,Annales du commerce extÃ©rieur. Faits commerciaux. 3e sÃ©rie Avis divers,mars 1844,Indes occidentales espagnoles,,1,BNF LC5-138 (CM),,,,,,,,,,,,,
Currency_Documents sur le commerce extÃ©rieur. AmÃ©rique Latine. Chili. Faits commerciaux. nÂ° 9 [BNF : LC5-138 (AR)],ACE-3,Annales du commerce extÃ©rieur. Faits commerciaux. 3e sÃ©rie Avis divers,,Chili,,9,,,,,,,,,,,,,,
Currency_Documents sur le commerce extÃ©rieur. AmÃ©rique Latine. PÃ©rou Faits commerciaux. NÂ° 1 [BNF : LC5-138 (An)],ACE-3,Annales du commerce extÃ©rieur. Faits commerciaux. 3e sÃ©rie Avis divers,,PÃ©rou,,1,,,,,,,,,,,,,,
Currency_Edvinsson, Jacobson, WaldenstrÃ¶m (2010), pp. 322-324.,HMS-SWE,"Historical Monetary and Financial Statistics for Sweden. Exchange rates, prices, and wages, 1277-2008",2010,,322-324,,,,,,,,,,,,
Currency_Edvinsson, Jacobson, WaldenstrÃ¶m (2010), pp. 370-371.,HMS-SWE,"Historical Monetary and Financial Statistics for Sweden. Exchange rates, prices, and wages, 1277-2008",2010,,370-371,,,,,,,,,,,,
Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.,HMS-NOR,Historical Monetary Statistics for Norway 1819-2004,2004,,304-314,,,,Average of monthly exchange rates. 1 Speciedaler = 4 Krone,,,,,,,
Currency_Estimated from Denzel (2010), 333-334, Copenhagen on Hamburg in rigsbankdaler and Denzel (2010), Hamburg on London, Hamburg Marco de banco.,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,333-334,,,,"Estimated from Copenhagen on Hamburg in rigsbankdaler and Hamburg on London, Hamburg Marco de banco.",,,,,,,
Currency_Estimated from Russian Ruble and silver roubles for 100 banco roubles in Denzel (2010),359,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,359,,,,Estimated from 1 silver ruble = 4 Finnish Markka and 100 banco rubles = 20 silver rubles.,,,,,,,,,,
Currency_Extraits d'Avis Divers, XXVII, Septembre 1836.,ACE-1,Extraits d'Avis Divers. 1e sÃ©rie Avis divers,sept. 1836,,,27,,,,,,,,,,,,
Currency_fixed exchange rate in Jan. 1912, Annales du commerce extÃ©rieur. Commerce et navigation des principaux pays Ã©trangers, p.7.,ACE-4,Annales du commerce extÃ©rieur. Commerce et navigation des principaux pays Ã©trangers,,,7,,,,Fixed exchange rate in January 1912,,,,,,,,,
Currency_Flandreau and Zumer (2004),OMF,Les origines de la mondialisation financiÃ¨re,2004,,,,,,,,,,,,,,,,,
Currency_From Denzel (2010), 242-244. 1 German Mark = 3 thaler Prussian current.,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,242-244,,,,Estimated from 1 German Mark = 3 Thaler Prussian current. Berlin on London.,,,,,,,,,,
Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,285-289,,,,Estimated from 1 Livre tournois = 0.99 French Franc. Paris on London,,,,,,,,,,
Currency_From Denzel (2010), 307-312. 1 peso duro = 5.19 pesetas.,HER,"Handbook of World Exchange Rates, 1590-1914",2010,,307-312,,,,Estimated from 1 peso duro = 5.19 pesetas. Madrid on London,,,,,,,,,,
Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,MOxLAD,http://www.lac.ox.ac.uk/moxlad-database,,,,,,,,,,,,,,,,,,
Currency_http://www.ipeadata.gov.br,IPEA,http://www.ipeadata.gov.br,,,,,,,,,,,,,,,,,,
Currency_Jaakko Autio, Valuuttakurssit Suomessa 1864-1991, Katsaus ja tilastosarjat, Bank of Finland Discussion Papers 1/92, pp. 197-199.,BP-FIN,"Katsaus ja Tilastosarjat, Bank of Finland Discussion Papers",1992,,197-199,1992-01-01,,,Valuuttakurssit Suomessa 1864-1991,,,,,,,
Currency_Jobst (2007),Jobst,Jobst (2007),,,,,,,,,,,,,,,,,,
Currency_Kostelenos et al.,K,Kostelenos et al.,,,,,,,,,,,,,,,,,,
Currency_Memorandum sur le commerce international et sur les balances des paiements 1912-1926, vol II.,MC-SDN,MÃ©morandum sur le commerce international et sur les balances des paiements,,,,2,,1912-1926,,,,,,,,,,,
Currency_MinistÃ¨re de l'Agriculture, du Commerce et des Travaux Publics. Annales du Commerce extÃ©rieur. 3Ã¨me sÃ©rie des avis divers, NÂ° 1490. Faits Commerciaux NÂ° 17. Paris, juin 1863 [Cote BNF: LC5-138 (AR)1843/03-1861/07 (N 1-4)],ACE-3,Annales du commerce extÃ©rieur. Faits commerciaux. 3e sÃ©rie Avis divers,juin 1863,"Chili, Paraguay, Plata, Uruguay",,17,,,,,,,,,,,
Currency_Reis=Milreis*1000 & Schneider et al (1991), vol. I,II, pp.  62-66; Londres sur Lisbonne, 60 jours (1815-1850) et 3 mois (1851-1913).,WdW,WÃ¤hrungen der Welt,1991,EuropÃ¤ische und Nordamerikanische Devisenkurze,62-66,1(2),,1777-1914,"London on Lisbon, 60 jours (1815-1850) and 3 mois (1851-1913). 1 Portuguese Milreis = 1 Portuguese Reis/1000",,,,,,,
Currency_Salvadoran Silber Peso. Estimation from Schneider et al. (1997), pp. 60-61. 1 Â£ = 5 Gold Peso ; 1 Gold Peso ~ 2 Silber Peso.,WdW,WÃ¤hrungen der Welt,1997,EuropÃ¤ische und Nordamerikanische Devisenkurze,60-61,2,,1914-1951,Estimated from 1 Sterling Pound = 5 Gold Peso and 1 Gold Peso = 2 Silber Peso,,,,,,,,,,
Currency_Schneider et al (1991), vol I, II, London on Bordeaux, pp. 29-30,,WdW,WÃ¤hrungen der Welt,1991,EuropÃ¤ische und Nordamerikanische Devisenkurze,29-30,1(2),,1777-1914,,,,,,,
Currency_Schneider et al (1991), vol I, II, London on Madrid, 3 months, pp. 43-46 and parity 1 Peseta=4 reales,WdW,WÃ¤hrungen der Welt,1991,EuropÃ¤ische und Nordamerikanische Devisenkurze,43-46,1(2),,1777-1914,"London on Madrid, 3 months and parity 1 Peseta=4 reales",,,,,,
Currency_Schneider et al (1991), vol I, II, London on Rotterdam, pp. 17-18.,WdW,WÃ¤hrungen der Welt,1991,EuropÃ¤ische und Nordamerikanische Devisenkurze,17-18,1(2),,1777-1914,Gulden flÃ¤misch Banco,,,,,,,
Currency_Schneider et al (1991), vol. I,II, pp.  61-66; London on Lissabon, 60 days (1790-1850) and 3 months (1851-1913).,WdW,WÃ¤hrungen der Welt,1991,EuropÃ¤ische und Nordamerikanische Devisenkurze,61-66,1(2),,1777-1914,,,,,,,,
Currency_Schneider et al (1997), vol II, London on Paris, p. 30.,WdW,WÃ¤hrungen der Welt,1997,EuropÃ¤ische und Nordamerikanische Devisenkurze,30,2,,1914-1951,,,,,,,,,
Currency_Schneider et al (1997), vol II, p. 33.,WdW,WÃ¤hrungen der Welt,1997,EuropÃ¤ische und Nordamerikanische Devisenkurze,33,2,,1914-1951,,,,,,,,,,
Currency_Schneider et al (1997), vol II, p. 37.,WdW,WÃ¤hrungen der Welt,1997,EuropÃ¤ische und Nordamerikanische Devisenkurze,37,2,,1914-1951,,,,,,,,,,
Currency_Schneider et al. (1991), vol I, I, New York on Bremen, 60 Tage, p. 362-363 and US dollar constant exchange rate.,WdW,WÃ¤hrungen der Welt,1991,EuropÃ¤ische und Nordamerikanische Devisenkurze,362-363,1(1),,1777-1914,,,,,,,
Currency_Schneider et al. (1991), vol I, II, London on Antwerpen, drei Monate, p. 35-39.,WdW,WÃ¤hrungen der Welt,1991,EuropÃ¤ische und Nordamerikanische Devisenkurze,35-39,1(2),,1777-1914,,,,,,,
Currency_Schneider et al. (1991), vol I, II, Paris on Berlin, 90 Tage, pp. 339-341 & Schneider et al. (1991), pp. 203-207.,WdW,WÃ¤hrungen der Welt,1991,EuropÃ¤ische und Nordamerikanische Devisenkurze,339-341,1(2),,1777-1914,,,,,,
Currency_Schneider et al. (1997), II, pp. 67-68. London on St. Petersburg.,WdW,WÃ¤hrungen der Welt,1997,EuropÃ¤ische und Nordamerikanische Devisenkurze,67-68,2,,1914-1951,"Tscherwonetz,New Rubel",,,,,,,,,
Currency_Schneider et al. (1997), vo. VII, p. 212.,WdW,WÃ¤hrungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,212,7,,19th-20th,Buenos Aires sur London 60 Tage,,,,,,,,,
Currency_Schneider et al. (1997), vol II, p. 35.,WdW,WÃ¤hrungen der Welt,1997,EuropÃ¤ische und Nordamerikanische Devisenkurze,35,2,,1914-1951,,,,,,,,,,
Currency_Schneider et al. (1997), vol II, p. 41.,WdW,WÃ¤hrungen der Welt,1997,EuropÃ¤ische und Nordamerikanische Devisenkurze,41,2,,1914-1951,,,,,,,,,,
Currency_Schneider et al. (1997), vol II, p. 50.,WdW,WÃ¤hrungen der Welt,1997,EuropÃ¤ische und Nordamerikanische Devisenkurze,50,2,,1914-1951,,,,,,,,,,
Currency_Schneider et al. (1997), vol VII, p. 49-50.,WdW,WÃ¤hrungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,49-50,7,,19th-20th,1 Peso = 5 Bolivares,,,,,,,,,
Currency_Schneider et al. (1997), vol. VII, p. 212-213.,WdW,WÃ¤hrungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,212-213,7,,19th-20th,Buenos Aires sur London 60 Tage,,,,,,,,,
Currency_Schneider et al. (1997), vol. VII, p. 214.,WdW,WÃ¤hrungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,214,7,,19th-20th,Buenos Aires on London 60 Tage,,,,,,,,,
Currency_Schneider et al. (1997), vol. VII, p. 215-216.,WdW,WÃ¤hrungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,215-216,7,,19th-20th,"Buenos Aires on London, 90 Tage. Cf. Statistical Abstract for principal and other Foreign Countries : 1 peso nacional = 1 peso gold = 4 s",,,,,,,,,
Currency_Schneider et al. (1997), vol. VII, p. 217-218.,WdW,WÃ¤hrungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,217-218,7,,19th-20th,"Buenos Aires on London, 90 Tage",,,,,,,,,
Currency_Schneider et al. (1997), vol. VII, p. 40.,WdW,WÃ¤hrungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,40,7,,19th-20th,"In 1826, a British consular report indicated 48 pence for 1 peso.,In Lima 1850, 1 peso was reported between 45 1/2 and 46 1/2 pence.",,,,,,,,,
Currency_Schneider et al. (1997), vol. VII, p. 41.,WdW,WÃ¤hrungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,41,7,,19th-20th,"Soles de Oro was introduced in 1863. 1 peso = 4/5 Sol.,In Lima 1873, 1 Sol = 44 Pence Sterling.",,,,,,,,,
Currency_Schneider et al. (1997), vol. VII, p. 45.,WdW,WÃ¤hrungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,45,7,,19th-20th,,,,,,,,,,
Currency_Schneider et al. (1997), vol. VII, p. 47.,WdW,WÃ¤hrungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,47,7,,19th-20th,,,,,,,,,,
Currency_Schneider et al. (1997), p. 90.,WdW,WÃ¤hrungen der Welt,1997,,90,,,,,,,,,,,,,,
Currency_Statesman's Yearbook,SY,Statesman's Yearbook,,,,,,,Venezuela same as Colombia. 1 Peso = 5 Bolivares. 1 Venezolano = 4s. 1 Venezolano = 5 Bolivares,,,,,,,,,,,
Currency_Statesman's Yearbook 1880,SY,Statesman's Yearbook,,,,,,1880,,,,,,,,,,,,
Currency_Statesman's Yearbook 1881,SY,Statesman's Yearbook,,,,,,1881,Same as Honduran Gold Peso,,,,,,,,,,,
Currency_Statesman's Yearbook 1882,SY,Statesman's Yearbook,,,,,,1882,Same as Honduran Gold Peso,,,,,,,,,,,
Currency_Statesman's Yearbook 1883,SY,Statesman's Yearbook,,,,,,1883,,,,,,,,,,,,
Currency_Statesman's Yearbook 1884,SY,Statesman's Yearbook,,,,,,1884,,,,,,,,,,,,
Currency_Statesman's Yearbook 1885,SY,Statesman's Yearbook,,,,,,1885,,,,,,,,,,,,
Currency_Statesman's Yearbook 1886,SY,Statesman's Yearbook,,,,,,1886,,,,,,,,,,,,
Currency_Statesman's Yearbook 1887,SY,Statesman's Yearbook,,,,,,1887,,,,,,,,,,,,
Currency_Statesman's Yearbook 1888,SY,Statesman's Yearbook,,,,,,1888,,,,,,,,,,,,
Currency_Statesman's Yearbook 1889,SY,Statesman's Yearbook,,,,,,1889,,,,,,,,,,,,
Currency_Statesman's Yearbook 1890,SY,Statesman's Yearbook,,,,,,1890,,,,,,,,,,,,
Currency_Statesman's Yearbook 1895,SY,Statesman's Yearbook,,,,,,1895,Same as Honduran Gold Peso,,,,,,,,,,,
Currency_Statesman's Yearbook 1896,SY,Statesman's Yearbook,,,,,,1896,Same as Honduran Gold Peso,,,,,,,,,,,
Currency_ValÃ©rio (2001), p. 745.,HS-PGL,Portuguese Historical Statistics,2001,,745,,,,,,,,,,,,,,
DÃ©partement de l'Agriculture, du Commerce et des Travaux Publics. Annales du Commerce ExtÃ©rieur. 3Ã¨me sÃ©rie des avis divers NÂ° 218. Faits Commerciaux NÂ° 3. Paris, septembre 1844. Cote BNF: LC5-138 (AJ)1843-1847 (N 1-13),ACE-3,Annales du commerce extÃ©rieur. Faits commerciaux. 3e sÃ©rie Avis divers,sept. 1844,Autriche,,3,BNF: LC5-138 (AJ) 1843-1847 (N 1-13),,,,,,,,,,,
DÃ©partement de l'Agriculture, du Commerce et des Travaux Publics. Annales du Commerce ExtÃ©rieur. 3Ã¨me sÃ©rie des avis divers NÂ° 282. Faits Commerciaux NÂ° 2. Paris, aoÃ»t 1845. Cote BNF: LC5-138 (BK)1844/05-1859/10 (N 1-14),ACE-3,Annales du commerce extÃ©rieur. Faits commerciaux. 3e sÃ©rie Avis divers,aoÃ»t 1845,Espagne,,2,BNF: LC5-138 (BK) 1844/05-1859/10 (N 1-14),,,,,,,,,,,
Depoid Pierre, (Avril 1934), Le commerce des territoires franÃ§ais d'outre-mer, Bulletin de la Statistique GÃ©nÃ©rale de la France, Archive INSEE, Paris,BSG-FR,Bulletin de la Statistique GÃ©nÃ©rale de la France,Avril-Juin 1934,,,XXIII(III),,,Le commerce des territoires franÃ§ais d'outre-mer,,,,,,
Documents sur le commerce extÃ©rieur. AlgÃ©rie. Faits commerciaux nÂ°1 (aoÃ»t 1844). 3Ã¨me sÃ©rie des Avis divers. BNF : LC5-138 (AB),ACE-3,Annales du commerce extÃ©rieur. Faits commerciaux. 3e sÃ©rie Avis divers,aoÃ»t 1844,AlgÃ©rie,,1,BNF: LC5-138 (AB),,,,,,,,,,,,,
Documents sur le commerce extÃ©rieur. AmÃ©rique Latine. Equateur Faits commerciaux. NÂ° 2 [BNF : LC5-138 (An)],ACE-3,Annales du commerce extÃ©rieur. Faits commerciaux. 3e sÃ©rie Avis divers,,"Bolivie, Equateur, PÃ©rou",,2,BNF: LC5-138 (AN),,,,,,,,,,,,,
Documents sur le commerce extÃ©rieur. AmÃ©rique Latine. Equateur Faits commerciaux. NÂ° 4  [BNF : LC5-138 (An)],ACE-3,Annales du commerce extÃ©rieur. Faits commerciaux. 3e sÃ©rie Avis divers,,"Bolivie, Equateur, PÃ©rou",,4,BNF: LC5-138 (AN),,,,,,,,,,,,,
