COW_code,COW_name,start_year,end_year,link_type,sovereign_COW_code,sovereign_COW_name
246,Bremen,1990,,Became part of,255,Germany
248,Hamburg,1990,,Became part of,255,Germany
2247; 2248,Schleswig Holstein ,1990,,Became part of,255,Germany
95,Panama,1989,1990,Occupied by,2,United States of America
260,German Federal Republic,1989,1990,Became part of,255,Germany
265,German Democratic Republic ,1989,1990,Became part of,255,Germany
7100,Spratley Is.,1988,1993,Occupied by,710,China
9501,Rotuma I.,1988,1993,Became part of,950,Fiji
7100,Spratley Is.,1985,1993,Claimed by,835,Brunei
1165,South Georgia and South Sandwich Is.,1985,1993,Became Possession of,200,United Kingdom
1164,South Georgia,1985,1993,Became part of,1165,South Georgia and South Sandwich Is.
9984,South Sandwich Is.,1985,1993,Became part of,1165,South Georgia and South Sandwich Is.
55,Grenada,1983,1985,Occupied by,2,United States of America
6601,South Lebanon Security Zone (Free State fo South Lebanon),1982,1993,Occupied by,666,Israel
6513,Sinai Demilitarized Zones,1982,1993,Became part of,651,Egypt
6521,Golan Heights,1981,1993,Became part of,666,Israel
1101,Quita Sueno Bank,1981,1993,Became part of,100,Colombia
1102,Roncador Cay,1981,1993,Became part of,100,Colombia
1103,Serrana Bank,1981,1993,Became part of,100,Colombia
1104,Serranilla Bank,1981,1993,Became part of,100,Colombia
9351,Vemarana (Espiritu Santo),1980,1993,Became part of,935,Vanuatu
1097,Panama Canal Operating Area,1979,1993,Leased to,2,United States of America
96,Panama Canal Zone,1979,1993,Became part of,95,Panama
9461,Canton and Enderbury Is.,1979,1993,Became part of,946,Kiribati
9462,Malden I.,1979,1993,Became part of,946,Kiribati
9463,Starbuck I.,1979,1993,Became part of,946,Kiribati
9464,Vostok I.,1979,1993,Became part of,946,Kiribati
9465,Flint I.,1979,1993,Became part of,946,Kiribati
9466,Caroline I.,1979,1993,Became part of,946,Kiribati
6512,Sinai,1979,1993,Became part of,651,Egypt
811,Kampuchea (Cambodia),1979,1989,Occupied by,816,Vietnam
700,Afghanistan,1979,1989,Occupied by,365,Russia
552,Zimbabwe (Rhodesia) (Southern Rhodesia),1979,1980,Became colony of,200,United Kingdom
7399,Takeshima (Dokko) I.,1977,1993,Occupied by,732,South Korea
5651,Walvis Bay,1977,1993,Became part of,560,South Africa
7100,Spratley Is.,1976,1993,Occupied by,840,Philippines
9101,Republic of the Northern Solomons,1976,1993,Became part of,910,Papua New Guinea
860,Portuguese Timor,1976,1993,Became part of,850,Indonesia
660,Lebanon,1976,1990,Occupied by,652,Syria
609,Spanish Sahara,1976,1979,Occupied by,435,Mauritania
7100,Spratley Is.,1975,1993,Occupied by,816,Vietnam
8171,Paracel Is.,1975,1993,Claimed by,816,Vietnam
817,Vietnam Republic of,1975,1993,Became part of,816,Vietnam
8151,Cochin China,1975,1993,Became part of,816,Vietnam
8152,Annam,1975,1993,Became part of,816,Vietnam
610,Spanish West Africa,1975,1993,Became part of,600,Morocco
945,Gilbert and Ellice Is.,1975,1993,Became part of,946,Kiribati
9451,Ocean I.,1975,1993,Became part of,946,Kiribati
9452,Christmas I.,1975,1993,Became part of,946,Kiribati
9453,Fanning I.,1975,1993,Became part of,946,Kiribati
9454,Washington I.,1975,1993,Became part of,946,Kiribati
761,Sikkim,1975,1993,Became part of,750,India
812,Laos,1975,1989,Occupied by,816,Vietnam
6513,Sinai Demilitarized Zones,1975,1982,Became neutral or demilitarized zone of,651,Egypt
946,Kiribati,1975,1979,Became colony of,200,United Kingdom
947,Tuvalu,1975,1979,Became colony of,200,United Kingdom
860,Portuguese Timor,1975,1976,Occupied by,850,Indonesia
609,Spanish Sahara,1975,,Occupied by,600,Morocco
3352,Turkish Republic of Northern Cyprus,1974,1993,Occupied by,640,Turkey
6959,Buraimi Neutral Zone,1974,1993,Became part of,696,United Arab Emirates
6522,Golan Heights Demilitarized Zone,1974,1993,Became neutral or demilitarized zone of,666,Israel
3521,UN Buffer Zone in Cyprus,1974,1993,Became neutral or demilitarized zone of,352,Cyprus
5812,Mayotte,1974,1993,Became colony of,220,France
7100,Spratley Is.,1974,1975,Occupied by,817,Republic of Vietnam
1032,Turks and Caicos Is.,1973,1993,Became colony of,200,United Kingdom
6967,Ras al Khaimah,1972,1993,Became part of,696,United Arab Emirates
741,Ryukyu Is.,1972,1993,Became part of,740,Japan
1087,Swan Is.,1972,1993,Became part of,91,Honduras
6961,Abu Dhabi,1971,1993,Became part of,696,United Arab Emirates
6962,Dubai,1971,1993,Became part of,696,United Arab Emirates
6963,Sharjah,1971,1993,Became part of,696,United Arab Emirates
6965,Ajman,1971,1993,Became part of,696,United Arab Emirates
6966,Umm al Qawain,1971,1993,Became part of,696,United Arab Emirates
6968,Fujairah,1971,1993,Became part of,696,United Arab Emirates
6969,Abu Dhabi-Dubai Neutral Zone,1971,1993,Became part of,696,United Arab Emirates
1088,Corn Is.,1971,1993,Became part of,93,Nicaragua
6983,Oman-Sharjah Neutral Zone,1971,1993,Became neutral or demilitarized zone of,696,United Arab Emirates (Trucial Oman)
6983,Oman-Sharjah Neutral Zone,1971,1993,Became neutral or demilitarized zone of,698,Oman (Muscat and Oman)
6971,Abu Musa I.,1971,1992,,,#N/D
6959,Buraimi Neutral Zone,1971,1974,Became neutral or demilitarized zone of,670,Saudi Arabia
4790,Biafra,1970,1993,Became part of,475,Nigeria
5006,Rwenzururu,1969,1993,Became part of,500,Uganda
7701,Swat,1969,1993,Became part of,770,Pakistan
7702,Hunza,1969,1993,Became part of,770,Pakistan
7703,Nagar,1969,1993,Became part of,770,Pakistan
7704,Chitral,1969,1993,Became part of,770,Pakistan
7705,Dir,1969,1993,Became part of,770,Pakistan
7706,Amb,1969,1993,Became part of,770,Pakistan
605,Ifni,1969,1993,Became part of,600,Morocco
6901,Neutral Zone (Kuwait-Saudi Arabia),1969,1993,Became part of,690,Kuwait
851,West Irian (Dutch New Guinea),1969,1993,Became part of,850,Indonesia
1062,Anguilla,1969,1993,Became colony of,200,United Kingdom
9003,Coral Sea Is.,1969,1993,Became colony of,900,Australia
7411,Bonin Is.,1968,1993,Became part of,740,Japan
7412,Volcano Is.,1968,1993,Became part of,740,Japan
7413,Marcus I.,1968,1993,Became part of,740,Japan
7414,Parece Vela I.,1968,1993,Became part of,740,Japan
412,Rio Muni,1968,1993,Became part of,411,Equatorial Guinea
413,Fernando Po (Bioko),1968,1993,Became part of,411,Equatorial Guinea
315,Czechoslovakia,1968,1969,Occupied by,365,Russia
6511,Gaza,1967,1993,Occupied by,666,Israel
6631,West Bank,1967,1993,Occupied by,666,Israel
6982,Kuria Muria Is.,1967,1993,Became part of,698,Oman (Muscat and Oman)
6632,Israel-Jordan Neutral Zone,1967,1993,Became part of,666,Israel
6800,Socotra I.,1967,1990,Became Possession of,680,Yemen People's Republic
681,Aden,1967,1990,Became part of,680,Yemen People's Republic
6801,Federation of South Arabia,1967,1990,Became part of,680,Yemen People's Republic
6811,West Aden Protectorate,1967,1990,Became part of,680,Yemen People's Republic
6812,East Aden Protectorate,1967,1990,Became part of,680,Yemen People's Republic
6821,Lahej,1967,1990,Became part of,680,Yemen People's Republic
6822,Aqrabi,1967,1990,Became part of,680,Yemen People's Republic
6823,Dhala,1967,1990,Became part of,680,Yemen People's Republic
6824,Radfan,1967,1990,Became part of,680,Yemen People's Republic
6825,Alawi,1967,1990,Became part of,680,Yemen People's Republic
6826,Haushabi,1967,1990,Became part of,680,Yemen People's Republic
6827,Maflahi,1967,1990,Became part of,680,Yemen People's Republic
6828,Shaibi,1967,1990,Became part of,680,Yemen People's Republic
6829,Upper Yafai,1967,1990,Became part of,680,Yemen People's Republic
6831,Lower Yafai,1967,1990,Became part of,680,Yemen People's Republic
6832,Fadhli,1967,1990,Became part of,680,Yemen People's Republic
6833,Beihan,1967,1990,Became part of,680,Yemen People's Republic
6834,Audhali,1967,1990,Became part of,680,Yemen People's Republic
6835,Upper Aulaqi (Sultanate),1967,1990,Became part of,680,Yemen People's Republic
6836,Upper Aulaqi (Sheikhdom),1967,1990,Became part of,680,Yemen People's Republic
6837,Lower Aulaqi,1967,1990,Became part of,680,Yemen People's Republic
6838,Dathina Confederation,1967,1990,Became part of,680,Yemen People's Republic
6841,Wahidi,1967,1990,Became part of,680,Yemen People's Republic
6842,Haura,1967,1990,Became part of,680,Yemen People's Republic
6843,Irqa,1967,1990,Became part of,680,Yemen People's Republic
6844,Kathiri of Saiun,1967,1990,Became part of,680,Yemen People's Republic
6845,Quaiti of Shihr and Mukalla,1967,1990,Became part of,680,Yemen People's Republic
6846,Mahri of Qishn and Socotra,1967,1990,Became part of,680,Yemen People's Republic
679,Yemen,1967,1990,Became part of,678,Yemen Arab Republic
6521,Golan Heights,1967,1981,Occupied by,666,Israel
6512,Sinai,1967,1979,Occupied by,666,Israel
6513,Sinai Demilitarized Zones,1967,1975,Occupied by,666,Israel
6522,Golan Heights Demilitarized Zone,1967,1974,Occupied by,666,Israel
565,South West Africa (German West Africa) (Namibia),1966,1990,Became colony of,560,South Africa
7100,Spratley Is.,1965,1993,Occupied by,820,Malaysia
1151,Easter I.,1965,1993,Became part of,155,Chile
1152,Juan Fernandez I.,1965,1993,Became part of,155,Chile
1153,San Felix and San Ambrosio,1965,1993,Became part of,155,Chile
1154,Sala y Gomez,1965,1993,Became part of,155,Chile
5920,British Indian Ocean Territory,1965,1993,Became colony of,200,United Kingdom
7399,Takeshima (Dokko) I.,1965,1977,Became neutral or demilitarized zone of,740,Japan
42,Dominican Republic (Santo Domingo),1965,1966,Occupied by,2,United States of America
550,Federation of Rhodesia and Nyasaland,1964,1993,Became part of,551,Zambia
5518,Northeastern Rhodesia,1964,1993,Became part of,551,Zambia
5519,Northwestern Rhodesia,1964,1993,Became part of,551,Zambia
511,Zanzibar,1964,1993,Became part of,510,Tanzania
552,Zimbabwe (Rhodesia) (Southern Rhodesia),1964,1965,Became colony of,200,United Kingdom
823,Sabah (North Borneo),1963,1993,Became part of,820,Malaysia
824,Sarawak,1963,1993,Became part of,820,Malaysia
4905,Katanga,1963,1993,Became part of,490,Democratic Republic of the Congo
851,West Irian (Dutch New Guinea),1963,1969,Occupied by,850,Indonesia
681,Aden,1963,1967,Became part of,6801,Federation of South Arabia
6811,West Aden Protectorate,1963,1967,Became part of,6801,Federation of South Arabia
6812,East Aden Protectorate,1963,1967,Became part of,6801,Federation of South Arabia
830,Singapore,1963,1965,Became part of,820,Malaysia
9980,British Antarctic Territory,1962,1993,Became Possession of,200,United Kingdom
50,West Indies Federation,1962,1993,Became part of,52,Trinidad and Tobago
50,West Indies Federation,1962,1993,Became part of,57,St. Vincent and the Grenadines
50,West Indies Federation,1962,1993,Became part of,56,St. Lucia
50,West Indies Federation,1962,1993,Became part of,60,St. Kitts and Nevis
50,West Indies Federation,1962,1993,Became part of,59,Montserrat
50,West Indies Federation,1962,1993,Became part of,51,Jamaica
752,Portuguese India (incl. Goa Diu Daman),1962,1993,Became part of,750,India
50,West Indies Federation,1962,1993,Became part of,55,Grenada
50,West Indies Federation,1962,1993,Became part of,54,Dominica
515,Rwanda-Urundi,1962,1993,Became part of,516,Burundi
9981,Palmer Antarctic Territory,1962,1993,Became part of,9980,British Antarctic Territory
9982,South Orkney Is.,1962,1993,Became part of,9980,British Antarctic Territory
9983,South Shetland Is.,1962,1993,Became part of,9980,British Antarctic Territory
50,West Indies Federation,1962,1993,Became part of,53,Barbados
50,West Indies Federation,1962,1993,Became part of,58,Antigua & Barbuda
59,Montserrat,1962,1993,Became colony of,200,United Kingdom
1033,Cayman Is.,1962,1993,Became colony of,200,United Kingdom
9984,South Sandwich Is.,1962,1985,Became part of,9980,British Antarctic Territory
57,St. Vincent and the Grenadines,1962,1969,Became colony of,200,United Kingdom
54,Dominica,1962,1967,Became colony of,200,United Kingdom
55,Grenada,1962,1967,Became colony of,200,United Kingdom
56,St. Lucia,1962,1967,Became colony of,200,United Kingdom
58,Antigua & Barbuda,1962,1967,Became colony of,200,United Kingdom
60,St. Kitts-Nevis,1962,1967,Became colony of,200,United Kingdom
53,Barbados,1962,1966,Became colony of,200,United Kingdom
851,West Irian (Dutch New Guinea),1962,1963,Became protectorate of,1,#N/D
4906,Kasai,1961,1993,Became part of,490,Democratic Republic of the Congo
472,British Cameroons,1961,1993,Became part of,471,Cameroon
4349,Ajuda,1961,1993,Became part of,434,Benin
752,Portuguese India (incl. Goa Diu Daman),1961,1962,Occupied by,750,India
3351,British Bases in Cyprus,1960,1993,Became Possession of,200,United Kingdom
4,Hawaii,1960,1993,Became part of,2,United States of America
1055,Windward Is.,1960,1993,Became part of,57,St. Vincent and the Grenadines
1055,Windward Is.,1960,1993,Became part of,56,St. Lucia
521,British Somaliland (Somaliland Republic),1960,1993,Became part of,520,Somalia
5200,Italian Somaliland,1960,1993,Became part of,520,Somalia
5201,Italian East Africa,1960,1993,Became part of,520,Somalia
5203,Alula (Mijerteyn),1960,1993,Became part of,520,Somalia
5204,Obbia,1960,1993,Became part of,520,Somalia
5205,Somali Coast Leased Territory,1960,1993,Became part of,520,Somalia
470,Kamerun,1960,1993,Became part of,471,Cameroon
9740,Palmyra Is.,1960,1993,Became colony of,2,United States of America
411,Equatorial Guinea (Spanish Guinea),1960,1968,Became part of,412,Rio Muni
412,Rio Muni,1960,1968,Became colony of,230,Spain
413,Fernando Po (Bioko),1960,1968,Became colony of,230,Spain
3,Alaska,1959,1993,Became part of,2,United States of America
9321,Wallis and Futuna Is.,1959,1993,Became colony of,220,France
6801,Federation of South Arabia,1959,1967,Became colony of,200,United Kingdom
432,Mali (French Sudan) (Upper Senegal and Niger),1959,1960,Became part of,431,Mali Federation
433,Senegal,1959,1960,Became part of,431,Mali Federation
431,Mali Federation,1959,1960,Became colony of,220,France
7707,Gwadar,1958,1993,Became part of,770,Pakistan
6021,Southern zone of Spanish Morocco,1958,1993,Became part of,600,Morocco
430,French West Africa,1958,1993,Became part of,432,Mali
1055,Windward Is.,1958,1993,Became part of,55,Grenada
480,French Equatorial Africa,1958,1993,Became part of,481,Gabon
1055,Windward Is.,1958,1993,Became part of,54,Dominica
9001,Christmas I.,1958,1993,Became colony of,900,Australia
610,Spanish West Africa,1958,1975,Became part of,609,Spanish Sahara
609,Spanish Sahara,1958,1975,Became colony of,230,Spain
610,Spanish West Africa,1958,1969,Became part of,605,Ifni
605,Ifni,1958,1969,Became colony of,230,Spain
51,Jamaica,1958,1962,Became part of,50,West Indies Federation
52,Trinidad and Tobago,1958,1962,Became part of,50,West Indies Federation
53,Barbados,1958,1962,Became part of,50,West Indies Federation
54,Dominica,1958,1962,Became part of,50,West Indies Federation
55,Grenada,1958,1962,Became part of,50,West Indies Federation
56,St. Lucia,1958,1962,Became part of,50,West Indies Federation
57,St. Vincent and the Grenadines,1958,1962,Became part of,50,West Indies Federation
58,Antigua & Barbuda,1958,1962,Became part of,50,West Indies Federation
59,Montserrat,1958,1962,Became part of,50,West Indies Federation
60,St. Kitts-Nevis,1958,1962,Became part of,50,West Indies Federation
50,West Indies Federation,1958,1962,Became colony of,200,United Kingdom
652,Syria,1958,1961,Became part of,651,Egypt
256,Saar,1957,1990,Became part of,260,German Federal Republic
1063,Leeward Is.,1956,1993,Became part of,60,St. Kitts and Nevis
1075,St.Kitts,1956,1993,Became part of,60,St. Kitts and Nevis
6061,Alhucemas,1956,1993,Became part of,230,Spain
6062,Ceuta,1956,1993,Became part of,230,Spain
6063,Chafarinas,1956,1993,Became part of,230,Spain
6064,Melilla,1956,1993,Became part of,230,Spain
6065,Penon de Velez,1956,1993,Became part of,230,Spain
6067,Captaincy-general of north Africa,1956,1993,Became part of,230,Spain
601,Tangier,1956,1993,Became part of,600,Morocco
602,Spanish Morocco,1956,1993,Became part of,600,Morocco
1063,Leeward Is.,1956,1993,Became part of,59,Montserrat
462,British Togoland,1956,1993,Became part of,452,Ghana
3378,Porkkala,1956,1993,Became part of,375,Finland
1063,Leeward Is.,1956,1993,Became part of,1061,British Virgin Is.
1063,Leeward Is.,1956,1993,Became part of,58,Antigua & Barbuda
1061,British Virgin Is.,1956,1993,Became colony of,200,United Kingdom
6512,Sinai,1956,1967,Became part of,651,Egypt
6161,Bizerte,1956,1963,Occupied by,220,France
6021,Southern zone of Spanish Morocco,1956,1958,Became protectorate of,230,Spain
58,Antigua & Barbuda,1956,1958,Became colony of,200,United Kingdom
59,Montserrat,1956,1958,Became colony of,200,United Kingdom
60,St. Kitts-Nevis,1956,1958,Became colony of,200,United Kingdom
310,Hungary,1956,1957,Occupied by,365,Russia
6512,Sinai,1956,1956,Occupied by,666,Israel
2001,Rockall I.,1955,1993,Became Possession of,200,United Kingdom
9970,French and Southern Antarctic Territories (F.S.A.T.),1955,1993,Became Possession of,220,France
9002,Cocos (Keeling) Is.,1955,1993,Became Possession of,900,Australia
6661,Al Auja,1955,1993,Became part of,666,Israel
9971,Adelie Land,1955,1993,Became part of,9970,French and Southern Antarctic Territories (F.S.A.T.)
9972,St. Paul and New Amsterdam Is.,1955,1993,Became part of,9970,French and Southern Antarctic Territories (F.S.A.T.)
9973,Kerguelen Is.,1955,1993,Became part of,9970,French and Southern Antarctic Territories (F.S.A.T.)
9974,Crozet Is.,1955,1993,Became part of,9970,French and Southern Antarctic Territories (F.S.A.T.)
6981,Inner Oman,1955,1993,,,#N/D
7399,Takeshima (Dokko) I.,1955,1965,Claimed by,740,Japan
8171,Paracel Is.,1954,1993,Occupied by,710,China
5804,Tromelin I.,1954,1993,Became Possession of,220,France
815,Vietnam,1954,1993,Became part of,816,Vietnam
8153,Tonkin,1954,1993,Became part of,816,Vietnam
326,Trieste,1954,1993,Became part of,325,Italy
751,French India,1954,1993,Became part of,750,India
5307,Jijega Reserve Areas and Haud,1954,1993,Became part of,530,Ethiopia
7100,Spratley Is.,1954,1975,Claimed by,816,Vietnam
815,Vietnam,1954,1975,Became part of,817,Republic of Vietnam
8151,Cochin China,1954,1975,Became part of,817,Republic of Vietnam
8152,Annam,1954,1975,Became part of,817,Republic of Vietnam
8171,Paracel Is.,1954,1974,Occupied by,817,Republic of Vietnam
7100,Spratley Is.,1954,1974,Claimed by,817,Republic of Vietnam
6959,Buraimi Neutral Zone,1954,1971,Became neutral or demilitarized zone of,670,Saudi Arabia
7330,Korean Demilitarized Zone,1953,1993,Became neutral or demilitarized zone of,731,North Korea
551,Zambia (Northern Rhodesia),1953,1964,Became part of,550,Federation of Rhodesia and Nyasaland
552,Zimbabwe (Rhodesia) (Southern Rhodesia),1953,1964,Became part of,550,Federation of Rhodesia and Nyasaland
553,Malawi (Nyasaland),1953,1964,Became part of,550,Federation of Rhodesia and Nyasaland
5518,Northeastern Rhodesia,1953,1964,Became part of,550,Federation of Rhodesia and Nyasaland
5519,Northwestern Rhodesia,1953,1964,Became part of,550,Federation of Rhodesia and Nyasaland
550,Federation of Rhodesia and Nyasaland,1953,1964,Became colony of,200,United Kingdom
6964,Kalba,1952,1993,Became part of,6963,Sharjah
531,Eritrea,1952,1993,Became part of,530,Ethiopia
267B,Baden-Wuerttemburg,1952,1989,Became part of,260,German Federal Republic
605,Ifni,1952,1958,Became part of,610,Spanish West Africa
271,Wuerttemburg,1952,,Became part of,267B,Baden-Wuerttemburg
267,Baden,1952,,Became part of,267B,Baden-Wuerttemburg
7910,Tibet,1951,1993,Became part of,710,China
741,Ryukyu Is.,1951,1972,Became colony of,2,United States of America
7104,Kwangtung Territory (Leased),1950,1993,Became part of,710,China
2601,West Berlin,1950,1990,Became part of,260,German Federal Republic
665,Palestine,1950,1967,Became part of,663,Jordan
6631,West Bank,1950,1967,Became part of,663,Jordan
5200,Italian Somaliland,1950,1960,mandated to,325,Italy
7100,Spratley Is.,1949,1993,Occupied by,713,Taiwan
7131,Diaoyu (Senkaku) Is.,1949,1993,Claimed by,710,China
7708,Azad Kashmir,1949,1993,Became protectorate of,770,Pakistan
7709,Northern Areas (of Kashmir),1949,1993,Became protectorate of,770,Pakistan
911,Papua,1949,1993,Became part of,910,Papua New Guinea
912,New Guinea (German New Guinea) (Kaiser Wilhelmsland),1949,1993,Became part of,910,Papua New Guinea
810,French Indochina,1949,1993,Became part of,812,Laos
8121,Vientiane,1949,1993,Became part of,812,Laos
8122,Luang Prabang (Lan Sang),1949,1993,Became part of,812,Laos
8123,Chien Khouang,1949,1993,Became part of,812,Laos
8124,Champassak,1949,1993,Became part of,812,Laos
21,Newfoundland,1949,1993,Became part of,20,Canada
810,French Indochina,1949,1993,Became part of,811,Cambodia
9102,Bougainville,1949,1990,Became part of,910,Papua New Guinea
260,German Federal Republic,1949,1989,Sovereign,,
265,German Democratic Republic ,1949,1989,Sovereign,,
245,Bavaria,1949,1989,Became part of,260,German Federal Republic
246,Bremen,1949,1989,Became part of,260,German Federal Republic
248,Hamburg,1949,1989,Became part of,260,German Federal Republic
2247; 2248,Schleswig Holstein ,1949,1989,Became part of,260,German Federal Republic
269,Saxony,1949,1989,Became part of,265,German Democratic Republic
280M,Mecklenburg,1949,1989,Became part of,265,German Democratic Republic
7100,Spratley Is.,1949,1988,Claimed by,710,China
910,Papua New Guinea,1949,1975,mandated to,900,Australia
761,Sikkim,1949,1975,Became protectorate of,750,India
9101,Republic of the Northern Solomons,1949,1975,Became part of,910,Papua New Guinea
760,Bhutan,1949,1971,Became protectorate of,750,India
6632,Israel-Jordan Neutral Zone,1949,1967,Became neutral or demilitarized zone of,663,Jordan
851,West Irian (Dutch New Guinea),1949,1962,Became colony of,210,Netherlands
6661,Al Auja,1949,1955,Became neutral or demilitarized zone of,651,Egypt
6959,Buraimi Neutral Zone,1949,1954,Claimed by,670,Saudi Arabia
810,French Indochina,1949,1954,Became part of,815,Vietnam
8151,Cochin China,1949,1954,Became part of,815,Vietnam
8152,Annam,1949,1954,Became part of,815,Vietnam
8153,Tonkin,1949,1954,Became part of,815,Vietnam
812,Laos,1949,1954,Became colony of,220,France
815,Vietnam,1949,1954,Became colony of,220,France
816,Vietnam Democratic Rep.,1949,1954,Became colony of,220,France
817,Vietnam Republic of,1949,1954,Became colony of,220,France
811,Kampuchea (Cambodia),1949,1953,Became colony of,220,France
730,Korea (Chosen),1948,1993,Became part of,731,North Korea
665,Palestine,1948,1993,Became part of,666,Israel
7505,Hyderabad,1948,1993,Became part of,750,India
7806,Jaffna Peninsula,1948,1987,Became part of,780,Sri Lanka
665,Palestine,1948,1967,Occupied by,651,Egypt
6511,Gaza,1948,1967,Occupied by,651,Egypt
665,Palestine,1948,1950,Occupied by,663,Jordan
6631,West Bank,1948,1950,Occupied by,663,Jordan
980,U. S. Pacific Trust Territories,1947,1994,mandated to,2,United States of America
986,Republic of Palau,1947,1994,Became part of,980,U. S. Pacific Trust Territories
7693,Sind,1947,1993,Became part of,770,Pakistan
7694,Bahawalpur,1947,1993,Became part of,770,Pakistan
3326,Venezia-Giulia,1947,1993,Became part of,325,Italy
7507,Kashmir,1947,1993,Became part of,750,India
7566,Travancore,1947,1993,Became part of,750,India
7570,Junagadh,1947,1993,Became part of,750,India
3353,Dodecanese Is. (Aegean Is.),1947,1993,Became part of,350,Greece
5811,Grand Comoro,1947,1993,Became part of,581,Comoros
5813,Anjouan,1947,1993,Became part of,581,Comoros
5814,Moheli,1947,1993,Became part of,581,Comoros
3341,Saseno,1947,1993,Became part of,339,Albania
9005,Heard and McDonald Is.,1947,1993,Became colony of,900,Australia
3343,Fiume,1947,1992,Became part of,345,Yugoslavia
3346,Zadar (Zara),1947,1992,Became part of,345,Yugoslavia
7712,Tin Bigha,1947,1992,Became part of,750,India
983,Marshall Is.,1947,1986,Became part of,980,U. S. Pacific Trust Territories
984,Northern Marianas Is.,1947,1986,Became part of,980,U. S. Pacific Trust Territories
987,Federated States of Micronesia,1947,1986,Became part of,980,U. S. Pacific Trust Territories
9810,Caroline Is.,1947,1986,Became part of,980,U. S. Pacific Trust Territories
9820,Mariana Is.,1947,1986,Became part of,980,U. S. Pacific Trust Territories
581,Comoros,1947,1975,Became colony of,220,France
5812,Mayotte,1947,1974,Became part of,581,Comoros
771,Bangladesh,1947,1971,Became part of,770,Pakistan
7701,Swat,1947,1969,Became protectorate of,770,Pakistan
7702,Hunza,1947,1969,Became protectorate of,770,Pakistan
7703,Nagar,1947,1969,Became protectorate of,770,Pakistan
7704,Chitral,1947,1969,Became protectorate of,770,Pakistan
7705,Dir,1947,1969,Became protectorate of,770,Pakistan
7706,Amb,1947,1969,Became protectorate of,770,Pakistan
439,Burkina Faso (Upper Volta),1947,1960,Became colony of,220,France
326,Trieste,1947,1954,mandated to,1,#N/D
7708,Azad Kashmir,1947,1949,Occupied by,770,Pakistan
7709,Northern Areas (of Kashmir),1947,1949,Occupied by,770,Pakistan
8171,Paracel Is.,1947,1949,Occupied by,710,China
7708,Azad Kashmir,1947,1947,Became part of,7507,Kashmir
7709,Northern Areas (of Kashmir),1947,1947,Became part of,7507,Kashmir
7351,Southern Sakhalin I.,1946,1993,Became part of,365,Russia
821,Federated Malay States,1946,1993,Became part of,820,Malaysia
827,Straits Settlements,1946,1993,Became part of,820,Malaysia
8201,Perak,1946,1993,Became part of,820,Malaysia
8202,Selangore,1946,1993,Became part of,820,Malaysia
8203,Pahang,1946,1993,Became part of,820,Malaysia
8210,Negri Sembilan,1946,1993,Became part of,820,Malaysia
8211,Songei Ujong,1946,1993,Became part of,820,Malaysia
8212,Rambau,1946,1993,Became part of,820,Malaysia
8213,Sri Menati,1946,1993,Became part of,820,Malaysia
8214,Ulu Muar,1946,1993,Became part of,820,Malaysia
8215,Jempol,1946,1993,Became part of,820,Malaysia
8216,Johol,1946,1993,Became part of,820,Malaysia
8217,Tampin,1946,1993,Became part of,820,Malaysia
8221,Johore,1946,1993,Became part of,820,Malaysia
8222,Kedah,1946,1993,Became part of,820,Malaysia
