currency,year,reporting,modified_currency
francs,1850,tripoli,french franc
francs,1851,tripoli,french franc
francs,1852,tripoli,french franc
francs,1853,tripoli,french franc
francs,1834,tripoli (bengasi),french franc
francs,1835,tripoli (bengasi),french franc
francs,1839,tripoli (bengasi),french franc
francs,1834,tripoli (régence de tripoli),french franc
francs,1835,tripoli (régence de tripoli),french franc
francs,1836,tripoli de barbarie,french franc
francs,1837,tripoli de barbarie,french franc
francs,1834,tunis,french franc
piastres,1837,tunis,tunisian piastre
francs,1901,tunis,french franc
francs,1902,tunis,french franc
francs,1903,tunis,french franc
francs,1904,tunis,french franc
francs,1905,tunis,french franc
francs,1906,tunis,french franc
francs,1907,tunis,french franc
francs,1908,tunis,french franc
francs,1909,tunis,french franc
francs,1910,tunis,french franc
francs,1911,tunis,french franc
francs,1912,tunis,french franc
francs,1913,tunis,french franc
francs,1914,tunis,french franc
francs,1915,tunis,french franc
francs,1916,tunis,french franc
francs,1917,tunis,french franc
francs,1918,tunis,french franc
$,1892,tunisia,us dollar
$,1893,tunisia,us dollar
$,1894,tunisia,us dollar
$,1895,tunisia,us dollar
$,1896,tunisia,us dollar
$,1897,tunisia,us dollar
$,1898,tunisia,us dollar
£,1898,tunisia,sterling pound
$,1899,tunisia,us dollar
£,1899,tunisia,sterling pound
$,1900,tunisia,us dollar
£,1900,tunisia,sterling pound
francs,1925,tunisie,french franc
francs,1926,tunisie,french franc
francs,1927,tunisie,french franc
francs,1928,tunisie,french franc
francs,1929,tunisie,french franc
francs,1930,tunisie,french franc
francs,1931,tunisie,french franc
francs,1932,tunisie,french franc
francs,1933,tunisie,french franc
francs,1934,tunisie,french franc
francs,1935,tunisie,french franc
francs,1936,tunisie,french franc
francs,1937,tunisie,french franc
francs,1938,tunisie,french franc
francs,1834,tunisie (tunis),french franc
francs,1835,tunisie (tunis),french franc
piastres,1839,tunisie (tunis),tunisian piastre
piastres,1910,tur,turkish piastre
£,1881,turkey,sterling pound
£,1882,turkey,sterling pound
£,1883,turkey,sterling pound
$,1884,turkey,us dollar
£,1884,turkey,sterling pound
$,1885,turkey,us dollar
£,1885,turkey,sterling pound
£,1886,turkey,sterling pound
£,1887,turkey,sterling pound
£,1888,turkey,sterling pound
£,1889,turkey,sterling pound
£,1890,turkey,sterling pound
£,1891,turkey,sterling pound
£,1892,turkey,sterling pound
£,1893,turkey,sterling pound
£,1894,turkey,sterling pound
£,1895,turkey,sterling pound
£,1896,turkey,sterling pound
£,1897,turkey,sterling pound
£,1898,turkey,sterling pound
£,1899,turkey,sterling pound
£,1900,turkey,sterling pound
£,1901,turkey,sterling pound
£,1902,turkey,sterling pound
£,1903,turkey,sterling pound
£,1904,turkey,sterling pound
£,1905,turkey,sterling pound
£,1906,turkey,sterling pound
£,1907,turkey,sterling pound
£,1908,turkey,sterling pound
£,1909,turkey,sterling pound
£,1910,turkey,sterling pound
£,1911,turkey,sterling pound
£,1912,turkey,sterling pound
£,1913,turkey,sterling pound
£,1871,turks and caicos islands,sterling pound
£,1872,turks and caicos islands,sterling pound
£,1873,turks and caicos islands,sterling pound
£,1874,turks and caicos islands,sterling pound
£,1875,turks and caicos islands,sterling pound
£,1876,turks and caicos islands,sterling pound
£,1877,turks and caicos islands,sterling pound
£,1878,turks and caicos islands,sterling pound
£,1879,turks and caicos islands,sterling pound
£,1880,turks and caicos islands,sterling pound
£,1881,turks and caicos islands,sterling pound
£,1882,turks and caicos islands,sterling pound
£,1883,turks and caicos islands,sterling pound
£,1884,turks and caicos islands,sterling pound
£,1885,turks and caicos islands,sterling pound
£,1886,turks and caicos islands,sterling pound
£,1887,turks and caicos islands,sterling pound
£,1888,turks and caicos islands,sterling pound
£,1889,turks and caicos islands,sterling pound
£,1890,turks and caicos islands,sterling pound
£,1891,turks and caicos islands,sterling pound
£,1892,turks and caicos islands,sterling pound
£,1893,turks and caicos islands,sterling pound
£,1894,turks and caicos islands,sterling pound
£,1895,turks and caicos islands,sterling pound
£,1896,turks and caicos islands,sterling pound
£,1897,turks and caicos islands,sterling pound
£,1898,turks and caicos islands,sterling pound
£,1899,turks and caicos islands,sterling pound
£,1900,turks and caicos islands,sterling pound
£,1901,turks and caicos islands,sterling pound
£,1902,turks and caicos islands,sterling pound
£,1903,turks and caicos islands,sterling pound
£,1904,turks and caicos islands,sterling pound
£,1905,turks and caicos islands,sterling pound
£,1906,turks and caicos islands,sterling pound
£,1907,turks and caicos islands,sterling pound
£,1908,turks and caicos islands,sterling pound
£,1909,turks and caicos islands,sterling pound
£,1910,turks and caicos islands,sterling pound
£,1911,turks and caicos islands,sterling pound
£,1912,turks and caicos islands,sterling pound
£,1913,turks and caicos islands,sterling pound
livre sterling,1924,turks and caicos islands,sterling pound
livre sterling,1925,turks and caicos islands,sterling pound
livre sterling,1926,turks and caicos islands,sterling pound
livre sterling,1927,turks and caicos islands,sterling pound
livre sterling,1928,turks and caicos islands,sterling pound
livre sterling,1929,turks and caicos islands,sterling pound
livre sterling,1861,turk's island (west india islands),sterling pound
livre sterling,1862,turk's island (west india islands),sterling pound
livre sterling,1863,turk's island (west india islands),sterling pound
livre sterling,1864,turk's island (west india islands),sterling pound
livre sterling,1865,turk's island (west india islands),sterling pound
livre sterling,1866,turk's island (west india islands),sterling pound
livre sterling,1867,turk's island (west india islands),sterling pound
livre sterling,1868,turk's island (west india islands),sterling pound
livre sterling,1869,turk's island (west india islands),sterling pound
livre sterling,1870,turk's island (west india islands),sterling pound
francs,1863,turquie,french franc
francs,1884,turquie,french franc
piastre,1884,turquie,turkish piastre
piastres,1884,turquie,turkish piastre
francs,1885,turquie,french franc
piastre,1885,turquie,turkish piastre
piastres,1885,turquie,turkish piastre
£ t.,1926,turquie,turkish lira
£ t.,1927,turquie,turkish lira
£ t.,1928,turquie,turkish lira
£ t.,1929,turquie,turkish lira
£ t.,1930,turquie,turkish lira
£ t.,1931,turquie,turkish lira
£ t.,1932,turquie,turkish lira
£ t.,1933,turquie,turkish lira
£ t.,1934,turquie,turkish lira
£ t.,1935,turquie,turkish lira
£ t.,1936,turquie,turkish lira
£ t.,1937,turquie,turkish lira
£ t.,1938,turquie,turkish lira
francs,1836,turquie (alep),french franc
francs,1843,turquie (alep),french franc
francs,1844,turquie (alep),french franc
francs,1845,turquie (alep),french franc
francs,1846,turquie (alep),french franc
francs,1845,turquie (bagdad),french franc
francs,1844,turquie (bassorah),french franc
francs,1845,turquie (bassorah),french franc
francs,1841,turquie (beyrout),french franc
francs,1842,turquie (beyrout),french franc
francs,1843,turquie (beyrout),french franc
francs,1844,turquie (beyrout),french franc
francs,1845,turquie (beyrout),french franc
francs,1843,turquie (candie),french franc
francs,1844,turquie (candie),french franc
francs,1845,turquie (candie),french franc
francs,1855,turquie (candie),french franc
francs,1856,turquie (candie),french franc
francs,1864,turquie (candie),french franc
francs,1865,turquie (candie),french franc
francs,1833,turquie (chypre),french franc
francs,1839,turquie (ile de chypre),french franc
francs,1845,turquie (larnaca),french franc
francs,1857,turquie (larnaca),french franc
francs,1864,turquie (larnaca),french franc
francs,1866,turquie (larnaca),french franc
francs,1864,turquie (macédoine),french franc
francs,1865,turquie (macédoine),french franc
francs,1862,turquie (mossoul),french franc
francs,1863,turquie (mossoul),french franc
francs,1866,turquie (mossoul),french franc
francs,1839,turquie (port de smyrne),french franc
francs,1834,turquie (salonique),french franc
francs,1835,turquie (salonique),french franc
francs,1837,turquie (salonique),french franc
francs,1845,turquie (salonique),french franc
francs,1863,turquie (salonique),french franc
francs,1839,turquie (smyrne et chypre),french franc
francs,1833,turquie (smyrne),french franc
francs,1840,turquie (smyrne),french franc
francs,1841,turquie (smyrne),french franc
francs,1842,turquie (smyrne),french franc
francs,1843,turquie (smyrne),french franc
francs,1856,turquie (smyrne),french franc
francs,1858,turquie (smyrne),french franc
francs,1860,turquie (smyrne),french franc
francs,1863,turquie (smyrne),french franc
francs,1864,turquie (smyrne),french franc
francs,1865,turquie (smyrne),french franc
francs,1866,turquie (smyrne),french franc
francs,1851,turquie (syrie),french franc
francs,1841,turquie (tarsous),french franc
francs,1842,turquie (tarsous),french franc
francs,1843,turquie (tarsous),french franc
francs,1844,turquie (tarsous),french franc
francs,1845,turquie (tarsous),french franc
francs,1846,turquie (tarsous),french franc
francs,1834,turquie (trébizonde),french franc
francs,1835,turquie (trébizonde),french franc
francs,1837,turquie (trébizonde),french franc
francs,1839,turquie (trébizonde),french franc
francs,1840,turquie (trébizonde),french franc
francs,1841,turquie (trébizonde),french franc
francs,1842,turquie (trébizonde),french franc
francs,1843,turquie (trébizonde),french franc
francs,1844,turquie (trébizonde),french franc
francs,1845,turquie (trébizonde),french franc
francs,1846,turquie (trébizonde),french franc
francs,1853,turquie (trébizonde),french franc
francs,1839,turquie (trézibonde),french franc
£,1902,uganda,sterling pound
livre sterling,1903,uganda protectorate,sterling pound
livre sterling,1904,uganda protectorate,sterling pound
livre sterling,1905,uganda protectorate,sterling pound
livre sterling,1906,uganda protectorate,sterling pound
livre sterling,1907,uganda protectorate,sterling pound
livre sterling,1908,uganda protectorate,sterling pound
livre sterling,1909,uganda protectorate,sterling pound
livre sterling,1910,uganda protectorate,sterling pound
livre sterling,1911,uganda protectorate,sterling pound
livre sterling,1912,uganda protectorate,sterling pound
livre sterling,1913,uganda protectorate,sterling pound
livre sterling,1914,uganda protectorate,sterling pound
sterling,1910,uk,sterling pound
livre sterling,1910,union afrique du sud,sterling pound
livre sterling,1909,union of south africa,sterling pound
livre sterling,1910,union of south africa,sterling pound
livre sterling,1911,union of south africa,sterling pound
livre sterling,1912,union of south africa,sterling pound
livre sterling,1913,union of south africa,sterling pound
livre sterling,1924,union of south africa,sterling pound
livre sterling,1925,union of south africa,sterling pound
livre sterling,1926,union of south africa,sterling pound
livre sterling,1927,union of south africa,sterling pound
livre sterling,1928,union of south africa,sterling pound
livre sterling,1929,union of south africa,sterling pound
livre sterling,1930,union of south africa,sterling pound
livre sterling,1931,union of south africa,sterling pound
livre sterling,1932,union of south africa,sterling pound
livre sterling,1933,union of south africa,sterling pound
livre sterling,1934,union of south africa,sterling pound
livre sterling,1935,union of south africa,sterling pound
livre sterling,1936,union of south africa,sterling pound
livre sterling,1937,union of south africa,sterling pound
livre sterling,1938,union of south africa,sterling pound
$,1861,union of soviet socialist republics / russia,us dollar
$,1864,union of soviet socialist republics / russia,us dollar
£,1926,union sud-africaine,south african pound
£,1927,union sud-africaine,south african pound
£,1928,union sud-africaine,south african pound
£,1929,union sud-africaine,south african pound
£,1930,union sud-africaine,south african pound
£,1931,union sud-africaine,south african pound
£,1932,union sud-africaine,south african pound
£,1933,union sud-africaine,south african pound
£,1934,union sud-africaine,south african pound
£,1935,union sud-africaine,south african pound
£,1936,union sud-africaine,south african pound
£,1937,union sud-africaine,south african pound
£,1938,union sud-africaine,south african pound
livres,1831,united kingdom,sterling pound
livres,1832,united kingdom,sterling pound
livres,1833,united kingdom,sterling pound
livres,1834,united kingdom,sterling pound
livres,1835,united kingdom,sterling pound
livres,1836,united kingdom,sterling pound
livres,1837,united kingdom,sterling pound
livres,1838,united kingdom,sterling pound
livres,1839,united kingdom,sterling pound
livres,1840,united kingdom,sterling pound
livres,1841,united kingdom,sterling pound
livres,1842,united kingdom,sterling pound
livres,1843,united kingdom,sterling pound
livres,1844,united kingdom,sterling pound
livres,1845,united kingdom,sterling pound
livres,1846,united kingdom,sterling pound
livres,1847,united kingdom,sterling pound
livres,1848,united kingdom,sterling pound
livres,1849,united kingdom,sterling pound
livres,1850,united kingdom,sterling pound
livres,1851,united kingdom,sterling pound
livres,1852,united kingdom,sterling pound
livres,1853,united kingdom,sterling pound
livres,1854,united kingdom,sterling pound
livres,1855,united kingdom,sterling pound
livres,1856,united kingdom,sterling pound
livres,1857,united kingdom,sterling pound
livres,1858,united kingdom,sterling pound
livres,1859,united kingdom,sterling pound
livres,1860,united kingdom,sterling pound
livres,1861,united kingdom,sterling pound
livres,1862,united kingdom,sterling pound
livres,1863,united kingdom,sterling pound
livres,1864,united kingdom,sterling pound
livres,1865,united kingdom,sterling pound
livres,1866,united kingdom,sterling pound
livres,1867,united kingdom,sterling pound
livres,1868,united kingdom,sterling pound
livres,1869,united kingdom,sterling pound
livres,1870,united kingdom,sterling pound
livres,1871,united kingdom,sterling pound
livres,1872,united kingdom,sterling pound
livres,1873,united kingdom,sterling pound
livres,1874,united kingdom,sterling pound
livres,1875,united kingdom,sterling pound
livres,1876,united kingdom,sterling pound
livres,1877,united kingdom,sterling pound
livres,1878,united kingdom,sterling pound
livres,1879,united kingdom,sterling pound
livres,1880,united kingdom,sterling pound
livres,1881,united kingdom,sterling pound
livres,1882,united kingdom,sterling pound
livres,1883,united kingdom,sterling pound
livres,1884,united kingdom,sterling pound
livres,1885,united kingdom,sterling pound
livres,1886,united kingdom,sterling pound
livres,1887,united kingdom,sterling pound
livres,1888,united kingdom,sterling pound
livres,1889,united kingdom,sterling pound
livres,1890,united kingdom,sterling pound
livres,1891,united kingdom,sterling pound
livres,1892,united kingdom,sterling pound
livres,1893,united kingdom,sterling pound
livres,1894,united kingdom,sterling pound
livres,1895,united kingdom,sterling pound
livres,1896,united kingdom,sterling pound
livres,1897,united kingdom,sterling pound
livres,1898,united kingdom,sterling pound
livres,1899,united kingdom,sterling pound
livres,1900,united kingdom,sterling pound
livres,1901,united kingdom,sterling pound
livres,1902,united kingdom,sterling pound
livres,1903,united kingdom,sterling pound
livres,1904,united kingdom,sterling pound
livres,1905,united kingdom,sterling pound
livres,1906,united kingdom,sterling pound
livres,1907,united kingdom,sterling pound
livres,1908,united kingdom,sterling pound
livres,1909,united kingdom,sterling pound
livres,1910,united kingdom,sterling pound
livres,1911,united kingdom,sterling pound
livres,1912,united kingdom,sterling pound
livres,1913,united kingdom,sterling pound
dollar,1821,united states,us dollar
dollar,1822,united states,us dollar
dollar,1823,united states,us dollar
dollar,1824,united states,us dollar
dollar,1825,united states,us dollar
dollar,1826,united states,us dollar
dollar,1827,united states,us dollar
dollar,1828,united states,us dollar
dollar,1829,united states,us dollar
dollar,1830,united states,us dollar
dollar,1831,united states,us dollar
dollar,1832,united states,us dollar
dollar,1833,united states,us dollar
dollar,1834,united states,us dollar
dollar,1835,united states,us dollar
dollar,1836,united states,us dollar
dollar,1837,united states,us dollar
dollar,1838,united states,us dollar
dollar,1839,united states,us dollar
dollar,1840,united states,us dollar
dollar,1841,united states,us dollar
dollar,1842,united states,us dollar
dollar,1843,united states,us dollar
dollar,1844,united states,us dollar
dollar,1845,united states,us dollar
dollar,1846,united states,us dollar
dollar,1847,united states,us dollar
dollar,1848,united states,us dollar
dollar,1849,united states,us dollar
dollar,1850,united states,us dollar
dollar,1851,united states,us dollar
dollar,1852,united states,us dollar
dollar,1853,united states,us dollar
dollar,1854,united states,us dollar
dollar,1855,united states,us dollar
dollar,1856,united states,us dollar
dollar,1857,united states,us dollar
dollar,1858,united states,us dollar
dollar,1859,united states,us dollar
dollar,1860,united states,us dollar
dollar,1861,united states,us dollar
dollar,1862,united states,us dollar
dollar,1863,united states,us dollar
dollar,1864,united states,us dollar
dollar,1865,united states,us dollar
dollars,1865,united states,us dollar
dollar,1866,united states,us dollar
dollars,1866,united states,us dollar
dollar,1867,united states,us dollar
dollars,1867,united states,us dollar
dollar,1868,united states,us dollar
dollars,1868,united states,us dollar
dollar,1869,united states,us dollar
dollars,1869,united states,us dollar
dollar,1870,united states,us dollar
dollars,1870,united states,us dollar
dollar,1871,united states,us dollar
dollars,1871,united states,us dollar
dollar,1872,united states,us dollar
dollars,1872,united states,us dollar
dollar,1873,united states,us dollar
dollars,1873,united states,us dollar
dollar,1874,united states,us dollar
dollars,1874,united states,us dollar
dollar,1875,united states,us dollar
dollars,1875,united states,us dollar
dollar,1876,united states,us dollar
dollars,1876,united states,us dollar
dollar,1877,united states,us dollar
dollars,1877,united states,us dollar
dollar,1878,united states,us dollar
dollar,1879,united states,us dollar
dollars,1879,united states,us dollar
dollar,1880,united states,us dollar
dollar,1881,united states,us dollar
dollars,1881,united states,us dollar
livres sterling,1881,united states,sterling pound
dollar,1882,united states,us dollar
dollars,1882,united states,us dollar
livres sterling,1882,united states,sterling pound
dollar,1883,united states,us dollar
dollars,1883,united states,us dollar
livres sterling,1883,united states,sterling pound
dollar,1884,united states,us dollar
dollars,1884,united states,us dollar
livres sterling,1884,united states,sterling pound
dollar,1885,united states,us dollar
dollars,1885,united states,us dollar
livres sterling,1885,united states,sterling pound
dollar,1886,united states,us dollar
dollars,1886,united states,us dollar
livres sterling,1886,united states,sterling pound
dollar,1887,united states,us dollar
dollars,1887,united states,us dollar
livres sterling,1887,united states,sterling pound
dollar,1888,united states,us dollar
dollars,1888,united states,us dollar
livres sterling,1888,united states,sterling pound
dollar,1889,united states,us dollar
dollars,1889,united states,us dollar
livres sterling,1889,united states,sterling pound
dollar,1890,united states,us dollar
dollars,1890,united states,us dollar
livres sterling,1890,united states,sterling pound
dollar,1891,united states,us dollar
dollars,1891,united states,us dollar
livres sterling,1891,united states,sterling pound
dollar,1892,united states,us dollar
dollars,1892,united states,us dollar
livres sterling,1892,united states,sterling pound
dollar,1893,united states,us dollar
dollars,1893,united states,us dollar
livres sterling,1893,united states,sterling pound
dollar,1894,united states,us dollar
dollars,1894,united states,us dollar
livres sterling,1894,united states,sterling pound
dollar,1895,united states,us dollar
dollars,1895,united states,us dollar
livres sterling,1895,united states,sterling pound
dollar,1896,united states,us dollar
dollars,1896,united states,us dollar
livres sterling,1896,united states,sterling pound
dollar,1897,united states,us dollar
dollars,1897,united states,us dollar
livres sterling,1897,united states,sterling pound
dollar,1898,united states,us dollar
dollars,1898,united states,us dollar
livres sterling,1898,united states,sterling pound
dollar,1899,united states,us dollar
dollars,1899,united states,us dollar
livres sterling,1899,united states,sterling pound
dollar,1900,united states,us dollar
dollars,1900,united states,us dollar
livres sterling,1900,united states,sterling pound
dollar,1901,united states,us dollar
dollars,1901,united states,us dollar
livres sterling,1901,united states,sterling pound
dollar,1902,united states,us dollar
dollars,1902,united states,us dollar
dollar,1903,united states,us dollar
dollars,1903,united states,us dollar
dollar,1904,united states,us dollar
dollars,1904,united states,us dollar
dollar,1905,united states,us dollar
dollars,1905,united states,us dollar
dollar,1906,united states,us dollar
dollars,1906,united states,us dollar
dollar,1907,united states,us dollar
dollars,1907,united states,us dollar
dollar,1908,united states,us dollar
dollars,1908,united states,us dollar
dollar,1909,united states,us dollar
dollars,1909,united states,us dollar
dollar,1910,united states,us dollar
dollars,1910,united states,us dollar
dollar,1911,united states,us dollar
dollars,1911,united states,us dollar
dollar,1912,united states,us dollar
dollars,1912,united states,us dollar
dollar,1913,united states,us dollar
dollars,1913,united states,us dollar
dollar,1914,united states,us dollar
dollars,1914,united states,us dollar
dollars,1915,united states,us dollar
dollars,1916,united states,us dollar
dollars,1917,united states,us dollar
dollars,1918,united states,us dollar
roubles,1926,urss,russian ruble
roubles,1927,urss,russian ruble
roubles,1928,urss,russian ruble
roubles,1929,urss,russian ruble
roubles,1930,urss,russian ruble
roubles,1931,urss,russian ruble
roubles,1932,urss,russian ruble
roubles,1933,urss,russian ruble
roubles,1934,urss,russian ruble
roubles,1935,urss,russian ruble
nouveaux roubles,1936,urss,russian ruble
nouveaux roubles,1937,urss,russian ruble
piastres,1910,uru,uruguayan peso
franc,1838,uruguay,french franc
franc,1839,uruguay,french franc
franc,1840,uruguay,french franc
franc,1857,uruguay,french franc
$,1862,uruguay,us dollar
$,1864,uruguay,us dollar
$,1866,uruguay,us dollar
$,1867,uruguay,us dollar
$,1868,uruguay,us dollar
francs,1869,uruguay,french franc
$,1870,uruguay,us dollar
$,1871,uruguay,us dollar
francs,1872,uruguay,french franc
piastres,1872,uruguay,uruguayan peso
piastres*,1872,uruguay,uruguayan peso
francs,1873,uruguay,french franc
piastres,1873,uruguay,uruguayan peso
piastres*,1873,uruguay,uruguayan peso
francs,1874,uruguay,french franc
piastres,1874,uruguay,uruguayan peso
piastres*,1874,uruguay,uruguayan peso
francs,1875,uruguay,french franc
piastres,1875,uruguay,uruguayan peso
piastres*,1875,uruguay,uruguayan peso
$,1876,uruguay,us dollar
$,1877,uruguay,us dollar
$,1878,uruguay,us dollar
piastres,1879,uruguay,uruguayan peso
livres sterling,1880,uruguay,sterling pound
pesos fuerte,1880,uruguay,uruguayan peso
piastres,1880,uruguay,uruguayan peso
livres sterling,1881,uruguay,sterling pound
pesos fuerte,1881,uruguay,uruguayan peso
pesos fuertes,1881,uruguay,uruguayan peso
livres sterling,1882,uruguay,sterling pound
pesos fuerte,1882,uruguay,uruguayan peso
livres sterling,1883,uruguay,sterling pound
pesos fuerte,1883,uruguay,uruguayan peso
livres sterling,1884,uruguay,sterling pound
pesos fuerte,1884,uruguay,uruguayan peso
piastres fortes,1884,uruguay,uruguayan peso
livres sterling,1885,uruguay,sterling pound
pesos fuerte,1885,uruguay,uruguayan peso
piastres fortes,1885,uruguay,uruguayan peso
livres sterling,1886,uruguay,sterling pound
pesos fuerte,1886,uruguay,uruguayan peso
livres sterling,1887,uruguay,sterling pound
pesos fuerte,1887,uruguay,uruguayan peso
livres sterling,1888,uruguay,sterling pound
pesos fuerte,1888,uruguay,uruguayan peso
livres sterling,1889,uruguay,sterling pound
pesos fuerte,1889,uruguay,uruguayan peso
livres sterling,1890,uruguay,sterling pound
pesos fuerte,1890,uruguay,uruguayan peso
pesos fuertes,1890,uruguay,uruguayan peso
piastres,1890,uruguay,uruguayan peso
livres sterling,1891,uruguay,sterling pound
pesos fuerte,1891,uruguay,uruguayan peso
livres sterling,1892,uruguay,sterling pound
pesos fuerte,1892,uruguay,uruguayan peso
livres sterling,1893,uruguay,sterling pound
pesos fuerte,1893,uruguay,uruguayan peso
livres sterling,1894,uruguay,sterling pound
pesos fuerte,1894,uruguay,uruguayan peso
livres sterling,1895,uruguay,sterling pound
pesos fuerte,1895,uruguay,uruguayan peso
livres sterling,1896,uruguay,sterling pound
pesos fuerte,1896,uruguay,uruguayan peso
livres sterling,1897,uruguay,sterling pound
pesos fuerte,1897,uruguay,uruguayan peso
livres sterling,1898,uruguay,sterling pound
pesos fuerte,1898,uruguay,uruguayan peso
livres sterling,1899,uruguay,sterling pound
pesos fuerte,1899,uruguay,uruguayan peso
livres sterling,1900,uruguay,sterling pound
pesos fuerte,1900,uruguay,uruguayan peso
pesos fuertes,1900,uruguay,uruguayan peso
livres sterling,1901,uruguay,sterling pound
pesos fuerte,1901,uruguay,uruguayan peso
pesos fuertes,1901,uruguay,uruguayan peso
pesos fuertes,1902,uruguay,uruguayan peso
pesos fuertes,1903,uruguay,uruguayan peso
pesos fuertes,1904,uruguay,uruguayan peso
pesos fuertes,1905,uruguay,uruguayan peso
pesos fuertes,1906,uruguay,uruguayan peso
pesos fuertes,1907,uruguay,uruguayan peso
pesos fuertes,1908,uruguay,uruguayan peso
pesos fuertes,1909,uruguay,uruguayan peso
pesos fuertes,1910,uruguay,uruguayan peso
pesos fuertes,1911,uruguay,uruguayan peso
pesos fuertes,1912,uruguay,uruguayan peso
pesos fuertes,1913,uruguay,uruguayan peso
pesos fuertes,1914,uruguay,uruguayan peso
pesos fuertes,1915,uruguay,uruguayan peso
pesos fuertes,1916,uruguay,uruguayan peso
pesos fuertes,1917,uruguay,uruguayan peso
pesos fuertes,1918,uruguay,uruguayan peso
pesos,1926,uruguay,uruguayan peso
pesos,1927,uruguay,uruguayan peso
pesos,1928,uruguay,uruguayan peso
pesos,1929,uruguay,uruguayan peso
pesos,1930,uruguay,uruguayan peso
pesos,1931,uruguay,uruguayan peso
pesos,1932,uruguay,uruguayan peso
pesos,1933,uruguay,uruguayan peso
pesos,1934,uruguay,uruguayan peso
pesos,1935,uruguay,uruguayan peso
pesos,1936,uruguay,uruguayan peso
pesos,1937,uruguay,uruguayan peso
pesos,1938,uruguay,uruguayan peso
francs,1834,uruguay (montevideo),french franc
francs,1835,uruguay (montevideo),french franc
francs,1836,uruguay (montevideo),french franc
francs,1838,uruguay (montevideo),french franc
francs,1839,uruguay (montevideo),french franc
francs,1840,uruguay (montevideo),french franc
franc,1838,uruguay*,french franc
dollars,1910,us,us dollar
francs,1845,valachie (port d'ibraila),french franc
francs,1849,valachie (port d'ibraila),french franc
francs,1850,valachie (port d'ibraila),french franc
francs,1857,valachie (port d'ibraila),french franc
francs,1858,valachie (port d'ibraila),french franc
francs,1859,valachie (port d'ibraila),french franc
francs,1863,valachie (port d'ibraila),french franc
livre sterling,1861,vancouver's island (north america),sterling pound
livre sterling,1862,vancouver's island (north america),sterling pound
livre sterling,1863,vancouver's island (north america),sterling pound
livre sterling,1864,vancouver's island (north america),sterling pound
livre sterling,1865,vancouver's island (north america),sterling pound
livre sterling,1866,vancouver's island (north america),sterling pound
francs,1910,ven,french franc
$,1836,venezuela,us dollar
$,1837,venezuela,us dollar
$,1838,venezuela,us dollar
$,1839,venezuela,us dollar
$,1840,venezuela,us dollar
$,1843,venezuela,us dollar
$,1845,venezuela,us dollar
$,1847,venezuela,us dollar
$,1848,venezuela,us dollar
$,1849,venezuela,us dollar
$,1856,venezuela,us dollar
$,1857,venezuela,us dollar
$,1858,venezuela,us dollar
$,1859,venezuela,us dollar
$,1860,venezuela,us dollar
$,1861,venezuela,us dollar
$,1862,venezuela,us dollar
$,1863,venezuela,us dollar
$,1864,venezuela,us dollar
$,1865,venezuela,us dollar
$,1866,venezuela,us dollar
$,1867,venezuela,us dollar
$,1868,venezuela,us dollar
$,1869,venezuela,us dollar
$,1870,venezuela,us dollar
$,1871,venezuela,us dollar
$,1872,venezuela,us dollar
$,1873,venezuela,us dollar
$,1874,venezuela,us dollar
$,1875,venezuela,us dollar
$,1876,venezuela,us dollar
$,1877,venezuela,us dollar
$,1878,venezuela,us dollar
$,1879,venezuela,us dollar
$,1880,venezuela,us dollar
$,1881,venezuela,us dollar
$,1882,venezuela,us dollar
$,1883,venezuela,us dollar
$,1884,venezuela,us dollar
$,1885,venezuela,us dollar
$,1886,venezuela,us dollar
$,1887,venezuela,us dollar
$,1888,venezuela,us dollar
$,1889,venezuela,us dollar
$,1890,venezuela,us dollar
$,1891,venezuela,us dollar
$,1892,venezuela,us dollar
$,1893,venezuela,us dollar
$,1894,venezuela,us dollar
$,1895,venezuela,us dollar
$,1896,venezuela,us dollar
$,1897,venezuela,us dollar
$,1898,venezuela,us dollar
$,1899,venezuela,us dollar
$,1900,venezuela,us dollar
$,1901,venezuela,us dollar
$,1902,venezuela,us dollar
bolivars,1903,venezuela,venezuelan bolivar
bolivars,1904,venezuela,venezuelan bolivar
bolivars,1905,venezuela,venezuelan bolivar
bolivars,1906,venezuela,venezuelan bolivar
bolivars,1907,venezuela,venezuelan bolivar
bolivars,1908,venezuela,venezuelan bolivar
bolivars,1909,venezuela,venezuelan bolivar
bolivars,1910,venezuela,venezuelan bolivar
bolivars,1911,venezuela,venezuelan bolivar
bolivars,1912,venezuela,venezuelan bolivar
bolivars,1913,venezuela,venezuelan bolivar
bolivars,1914,venezuela,venezuelan bolivar
bolivars,1915,venezuela,venezuelan bolivar
bolivars,1916,venezuela,venezuelan bolivar
bolivars,1917,venezuela,venezuelan bolivar
bolivars,1918,venezuela,venezuelan bolivar
bolivares,1926,venezuela,venezuelan bolivar
bolivares,1927,venezuela,venezuelan bolivar
bolivares,1928,venezuela,venezuelan bolivar
bolivares,1929,venezuela,venezuelan bolivar
bolivares,1930,venezuela,venezuelan bolivar
bolivares,1931,venezuela,venezuelan bolivar
bolivares,1932,venezuela,venezuelan bolivar
bolivares,1933,venezuela,venezuelan bolivar
bolivares,1934,venezuela,venezuelan bolivar
bolivares,1935,venezuela,venezuelan bolivar
bolivares,1936,venezuela,venezuelan bolivar
bolivares,1937,venezuela,venezuelan bolivar
